# Tx Location: [-1.0, -2.0, 1.5]
# Rx Positions: [[-7, 8, 1.5], [7, 8, 1.5], [-7, -8, 1.5], [7, -8, 1.5], [-9, 0, 1.5], [9, 0, 1.5]]
# Rx Orientations: [[-0.7853981633974483, 0, 0], [-2.356194490192345, 0, 0], [0.7853981633974483, 0, 0], [2.356194490192345, 0, 0], [0, 0, 0], [3.141592653589793, 0, 0]]
trial_id,receiver,path_index,delay,angle
0,0,0,3.9195979899497485e-08,-0.23693575879029183
0,0,1,6.331658291457286e-08,-0.2544865557377207
0,2,0,2.8140703517587935e-08,-0.008775398473714668
0,2,1,4.4221105527638184e-08,0.3246897435274365
0,2,2,6.331658291457286e-08,0.41244372826458164
0,2,3,9.849246231155778e-08,0.34224054047486563
0,3,0,4.824120603015075e-08,-0.20183416489543382
0,3,1,7.236180904522612e-08,0.5001977130017266
0,3,2,8.844221105527637e-08,0.5528501038440137
0,4,0,2.7135678391959797e-08,-0.2544865557377207
0,4,1,3.316582914572864e-08,0.42999452521201054
0,4,2,5.326633165829145e-08,-1.0091708244771682
0,4,3,8.040201005025125e-08,-1.0091708244771682
0,5,0,3.9195979899497485e-08,0.5528501038440137
0,5,1,7.839195979899497e-08,0.2720373526851496
