# Tx Location: [-10.0, 5.0, 1.5]
# Rx Positions: [[-10, 10, 1.5], [10, 10, 1.5], [-10, -10, 1.5], [10, -10, 1.5], [-15, 0, 1.5], [15, 0, 1.5], [0, 10, 1.5], [0, -10, 1.5]]
# Rx Orientations: [[-1.0471975511965976, 0, 0], [-2.0943951023931953, 0, 0], [1.0471975511965976, 0, 0], [2.0943951023931953, 0, 0], [0, 0, 0], [3.141592653589793, 0, 0], [-1.5707963267948966, 0, 0], [1.5707963267948966, 0, 0]]
trial_id,receiver,path_index,delay,angle
0,0,0,1.708542713567839e-08,-0.5177485099491559
0,0,1,4.120603015075376e-08,-0.640604088581159
0,0,2,5.4271356783919594e-08,0.2193849618428625
0,0,3,7.939698492462311e-08,0.2369357587902916
0,1,0,6.834170854271356e-08,-0.7985612611080201
0,1,1,1.2160804020100502e-07,-0.9214168397400232
0,4,0,2.3115577889447233e-08,0.7810104641605911
0,4,1,3.8190954773869344e-08,1.1320264031091711
0,4,2,6.331658291457286e-08,0.5001977130017266
0,6,0,3.7185929648241203e-08,-1.1144756061617422
0,6,1,5.226130653266331e-08,-1.2373311847937454
1,0,0,1.708542713567839e-08,-0.5177485099491559
1,0,1,4.0201005025125626e-08,-0.62305329163373
1,0,2,5.4271356783919594e-08,0.2193849618428625
1,0,3,7.939698492462311e-08,0.2018341648954336
1,1,0,6.834170854271356e-08,-0.7985612611080201
1,1,1,1.2160804020100502e-07,-0.9038660427925942
1,4,0,2.3115577889447233e-08,0.7810104641605911
1,4,1,3.7185929648241203e-08,1.096924809214313
1,4,2,6.4321608040201e-08,0.48264691605429766
1,6,0,3.7185929648241203e-08,-1.0969248092143133
1,6,1,5.226130653266331e-08,-1.2373311847937454
2,0,0,1.708542713567839e-08,-0.5177485099491559
2,0,1,4.120603015075376e-08,-0.62305329163373
2,0,2,5.4271356783919594e-08,0.2193849618428625
2,0,3,7.839195979899497e-08,0.2193849618428625
2,1,0,6.834170854271356e-08,-0.7985612611080201
2,1,1,1.2160804020100502e-07,-0.9038660427925942
2,4,0,2.3115577889447233e-08,0.7810104641605911
2,4,1,3.7185929648241203e-08,1.1495772000566
2,4,2,6.331658291457286e-08,0.5001977130017266
2,6,0,3.7185929648241203e-08,-1.1144756061617422
